KabKota,SImdasi ID,Timestamp,Tahun,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Bintan,2102000,2025-03-10 13:55:19,2021,1512.45,971.58,8690.85,26.43,12.95,4772.32,1980.38,468.45,761.86,250.59,340.13,239.85,0.16,562.26,402.19,226.49,32.19,21251.13
Natuna,2103000,2025-03-10 13:55:19,2021,2571.67,14613.86,171.8,17.37,1.28,1624.56,747.51,128.16,105.92,157.75,30.2,147.07,0.04,421.26,45.65,71.38,14.68,20870.16
Lingga,2104000,2025-03-10 13:55:19,2021,992.34,248.14,32.29,11.91,1.14,927.5,995.87,60.27,89.44,142.05,37.17,113.21,0.04,347.65,333.1,134.88,32.25,4499.27
Kepulauan Anambas,2105000,2025-03-10 13:55:19,2021,923.25,13671.15,24.08,9.96,0.4,960.09,442.13,22.69,16.66,79.61,21.92,103.08,0.03,337.12,35.79,38.89,10.69,16697.53
Kota Batam,2171000,2025-03-10 13:55:19,2021,1695.67,96.56,100959.59,2585.1,271.16,35329.55,10143.97,2132.65,1972.38,4952.09,5860.44,1769.49,3.68,2126.14,1525.51,1199.83,220.1,172843.9
Kota Tanjung Pinang,2172000,2025-03-10 13:55:19,2021,142.04,3.1,1343.09,39.32,14.79,5715.77,6019.25,775.16,218.98,641.71,671.28,640.29,2.59,2190.81,948.51,526.37,206.33,20099.37
Kep. Seribu,3101000,2025-03-10 13:55:19,2021,446.8,6266.31,275.52,2.14,2.34,151.6,324.8,22.99,201.54,46.28,18.86,14.59,28.44,96.19,47.45,113.47,94.97,8154.31
Kota Jakarta Selatan,3171000,2025-03-10 13:55:19,2021,393.29,,9635.76,707.53,163.01,74954.2,105486.79,15558.87,26052.87,85179.21,94098.11,51590.13,77063.25,45284.95,28684.62,16695.32,36841.25,668389.16
Kota Jakarta Timur,3172000,2025-03-10 13:55:19,2021,404.17,,141305.78,2512.6,251.73,53087.84,84576.42,26006.59,21933.12,27866.61,8670.19,25515.72,28482.07,18605.78,35861.61,11262.51,14075.9,500418.64
Kota Jakarta Pusat,3173000,2025-03-10 13:55:19,2021,52.67,,6432.57,1912.92,90.43,61139.47,117678.05,16574.58,35738.92,60419.56,175428.89,42601.57,70077.7,60706.56,39019.94,15528.75,24648.55,728051.11
Kota Jakarta Barat,3174000,2025-03-10 13:55:19,2021,370.66,,28670.3,1054.68,195.81,67283.47,91892.78,26904.24,23657.74,88240.57,35789.37,33261.17,34579.18,7546.44,26755.83,11884.56,15724.45,493811.25
Kota Jakarta Utara,3175000,2025-03-10 13:55:19,2021,732.69,,173550.19,1517.96,272.8,76290.83,94163.16,26528.96,21967.95,11491.19,9122.49,29357.06,36438.87,9056.63,19127.3,9106.04,17259.48,535983.61
Bogor,3201000,2025-03-10 13:55:19,2021,13212.32,5857.7,132349.36,380.75,356.46,25688.01,29817.89,9668.29,6589.27,6002.02,1444.9,2293.68,480,3677.34,5546.79,1261.2,4266.5,248892.48
Sukabumi,3202000,2025-03-10 13:55:19,2021,15772.07,3622.03,11787.51,78.11,30.08,8641.37,11944.92,4964.82,1701.18,2170.29,539.05,1214.04,211,2095.3,3954.32,796.26,1215.69,70738.04
Cianjur,3203000,2025-03-10 13:55:19,2021,16441.35,114.65,3585.17,46.34,22.66,4147.66,7846.69,4739.83,3019.11,1755.9,1184.94,1034.35,307.72,1142.55,2438.69,428.74,1881.32,50137.66
Bandung,3204000,2025-03-10 13:55:19,2021,9655.32,2522.29,69429.74,128.57,51.71,8194.24,16532.07,4477.87,3112.01,2539.58,909.89,1643.77,543.82,2449.45,4535.73,1084.54,2666.25,130476.83
Garut,3205000,2025-03-10 13:55:19,2021,22720.77,740.6,5165.75,38.96,37.53,3867.07,11279.18,2241,2267.66,1546.59,1923.49,1079.17,304.83,1885.97,3407.99,449.56,1880.29,60836.39
Tasikmalaya,3206000,2025-03-10 13:55:19,2021,14777.11,88.33,3003.52,25.92,9.28,3240.48,7144.88,1613.98,544.39,1691.92,1237.95,548.08,177.47,1462.9,2813.57,263.27,642.59,39285.64
Ciamis,3207000,2025-03-10 13:55:19,2021,7842.19,57.51,2500.99,28.69,16.19,3019.62,6687.67,4291.46,1374.68,1474.95,1243.55,1205.13,315.06,833.08,1893.06,311.88,592.33,33688.05
Kuningan,3208000,2025-03-10 13:55:19,2021,6435.08,369.59,610.72,25.49,28.56,2342.69,3785.58,3673.81,484.72,1154.7,1557.61,732.08,123.82,932.41,3374.44,440.21,847.6,26919.1
Cirebon,3209000,2025-03-10 13:55:19,2021,7952.74,587.31,10811.65,108.67,60.57,5955.52,7735.18,4256.39,1600.25,1446.34,2130.03,1298.4,451.74,1610.24,3352.61,1120.75,1831.56,52309.94
Majalengka,3210000,2025-03-10 13:55:19,2021,7239.25,478.68,8122.47,32.27,27.74,4170.9,4821.56,1187.18,943.27,1226.68,917.18,385.82,104.46,1048.21,2202.08,356.18,893.05,34157
Sumedang,3211000,2025-03-10 13:55:19,2021,6826.05,32.81,7493.36,145.3,8.66,4143.61,5512.76,1679.21,1648.99,1434.21,1685.45,590.58,28.76,2185.9,2561.5,458.3,626.33,37061.77
Indramayu,3212000,2025-03-10 13:55:19,2021,16507.29,4185.17,34337.16,50.86,100.18,5281.36,9144.31,2638.35,1693.77,777.82,1156.81,474.28,252.04,1830.44,2256.42,516.08,392.5,81594.85
Subang,3213000,2025-03-10 13:55:19,2021,12397.3,2901.66,5587.75,30.17,46.61,3662.96,5852.23,1601.28,1503.85,1449.41,2039.08,462.44,21.29,1694.33,1755.82,355.56,931.2,42292.91
Purwakarta,3214000,2025-03-10 13:55:19,2021,4650.04,47.94,40769.59,502.83,27.16,5342.72,8048.88,1720.99,778.21,1293.62,1824.62,961.5,343.89,856.85,1715.1,363.37,1530.92,70778.25
Karawang,3215000,2025-03-10 13:55:19,2021,9605.73,2315.59,172568.73,2052.37,238.77,10865.36,23718.93,4669.45,2771.94,2910.42,2959.88,677.96,92.58,2244.27,3153.39,780.34,2087.62,243713.32
Bekasi,3216000,2025-03-10 13:55:19,2021,4344.92,1480.25,262813.35,2772.58,121.77,21603.39,19511.56,4516.59,1954.83,4504.8,4009.08,2049.33,490.68,3093.55,4051.73,878.11,2193.46,340389.97
Bandung Barat,3217000,2025-03-10 13:55:19,2021,6140.22,506.84,20188.77,418.08,21.6,3683.2,6188.06,2511.57,2417.65,1069.96,455.56,939.98,218.83,1242.43,1983.84,274.36,503.35,48764.31
Pangandaran,3218000,2025-03-10 13:55:19,2021,3241.83,72.32,592.38,9.03,2.07,1023.09,2368.36,1403.19,1162.85,242.55,237.91,361.77,122.79,312.33,767.95,27.49,181.78,12129.69
Kota Bogor,3271000,2025-03-10 13:55:19,2021,337.59,,9256.86,2072.32,64.44,5429.67,9287.19,5741.13,2351.86,2907.94,3486.57,1129.31,939.52,1270.51,1721.28,781.43,1548.01,48325.64
Kota Sukabumi,3272000,2025-03-10 13:55:19,2021,447.76,,658.06,27.52,18,892.12,4941.55,1391.72,385.49,556.42,1522.26,153.33,228.98,583.17,585.18,256.39,405.09,13053.04
Kota Bandung,3273000,2025-03-10 13:55:19,2021,291.89,,57998.39,260.36,590.08,25485.81,75215.1,20142.82,13021.74,43934.97,19012.22,3664.3,2579.6,7931.48,12718.64,3662.65,10606.21,297116.26
Kota Cirebon,3274000,2025-03-10 13:55:19,2021,83.12,,2555.49,143.15,78.03,2294.72,7268.15,2809.21,1277.32,1502.26,2908.08,245.17,210.54,859.05,1047.67,633.28,591.37,24506.59
Kota Bekasi,3275000,2025-03-10 13:55:19,2021,580.9,,34465.65,1414.89,113.72,11181.09,22171.8,10192.97,4043.13,2893.25,3264.06,1799.33,433.69,1790.88,2817.26,1273,2947.73,101383.36
Kota Depok,3276000,2025-03-10 13:55:19,2021,976.39,,21701.86,213.01,64.77,15500.02,15754.55,3135.15,2925.94,1761.3,3157.87,1308.33,145.32,1770.6,2473.91,860.79,2632.53,74382.34
Kota Cimahi,3277000,2025-03-10 13:55:19,2021,66.97,,15864.71,114.88,21.5,4402.88,5285.84,1306.95,424.59,2227.64,1067.67,353.81,55.82,726.63,1470.59,345.27,508.72,34244.47
Kota Tasikmalaya,3278000,2025-03-10 13:55:19,2021,1100.18,1.91,3159.59,2.99,96.31,3700.54,4954.11,2070.97,1209.65,978.57,2396.31,397.89,240.39,921.48,511.52,547.86,553.75,22844.02
Kota Banjar,3279000,2025-03-10 13:55:19,2021,614.39,10.89,477.08,5.7,10.37,468.57,1186.96,232.01,131.03,276.92,173.38,127.3,31.63,394.17,367.69,127.06,25.92,4661.08
Cilacap,3301000,2025-03-10 13:55:19,2021,10563.21,4734.88,63728.32,94.51,48.78,7758.97,7541.88,2657.77,1442.52,2674.44,1309.57,1171.53,243.13,1420.39,2639.23,593.9,1030.53,109653.6
Banyumas,3302000,2025-03-10 13:55:19,2021,6873.9,3152.94,14550.71,53.18,46.57,7677.1,8799.47,1418.88,1792.35,3138.2,1829.54,1224.1,176.38,1594.35,3030.78,611.48,949.88,56919.82
Purbalingga,3303000,2025-03-10 13:55:19,2021,6997.82,1205.93,7408.95,13.58,27.15,1683.03,3320.85,601.23,628.74,543.69,597.64,274.25,52.66,653,1595.66,304.82,484.8,26393.81
Banjarnegara,3304000,2025-03-10 13:55:19,2021,6820.73,1369.12,3552.55,7.41,9.41,1740.83,3388.3,628.89,437.51,744.06,672.13,342.57,89.6,720.39,1497.09,323.72,483.55,22827.89
Kebumen,3305000,2025-03-10 13:55:19,2021,6469.21,1454.54,6299.97,19.67,13.2,2181.32,4487.26,990.51,616.02,757.25,853.34,349.86,103.71,910.4,2963.04,392.34,701.5,29563.14
Purworejo,3306000,2025-03-10 13:55:19,2021,4359.33,163.15,3881.47,15.37,11.95,1843.62,2461.86,788.02,412.51,1236.34,723.07,389.31,60.35,710.02,1761.87,357.97,426.53,19602.72
Wonosobo,3307000,2025-03-10 13:55:19,2021,6025.2,213.43,3661.16,6.38,20.95,1365.24,3392.56,774.13,570.85,317.52,651.21,298.93,53.61,460.07,1296.73,317.42,431.48,19856.86
Magelang,3308000,2025-03-10 13:55:19,2021,7086.93,1585.67,7794.55,17.26,29.48,3326.13,4667.15,888.68,1366,1480.74,959.56,627.97,90.89,1076.93,2150.59,311.99,715.8,34176.31
Boyolali,3309000,2025-03-10 13:55:19,2021,7731.62,1404.81,10692.64,6.64,15.66,2421.88,4481.93,993.12,850.39,1078.91,836.43,366.04,134.95,804.88,2167.53,376.44,533.12,34896.96
Klaten,3310000,2025-03-10 13:55:19,2021,4419.24,1326.27,15944.98,65.39,18.37,2850.69,6575.7,604.75,1495.96,1766.2,1461.02,528.37,141.79,890.53,2942.32,557.97,681.7,42271.26
Sukoharjo,3311000,2025-03-10 13:55:19,2021,3371.91,163.26,15198.04,40.77,14.44,2674.38,6736.68,933.62,1398.96,2440.34,1499.53,865.31,168.81,809.09,1709.3,427.89,538.14,38990.46
Wonogiri,3312000,2025-03-10 13:55:19,2021,8986.19,960.65,5545.6,21.82,19.96,2344.74,5011.71,1414.62,732.19,350.82,988.08,223.51,138.34,828.9,2075.96,364.48,573.87,30581.45
Karanganyar,3313000,2025-03-10 13:55:19,2021,5101.03,437.9,18350.44,57.04,27.43,2735.34,4404.58,761.85,1225.23,563.49,1406.32,648.56,149.86,676.21,1719.24,347.77,544.92,39157.21
Sragen,3314000,2025-03-10 13:55:19,2021,5855.3,1111.03,15375.57,50.91,22.93,2673.76,7244.82,710.66,1256.7,608.87,1143.46,347.37,178.57,770.25,1803.2,330.29,604.07,40087.78
Grobogan,3315000,2025-03-10 13:55:19,2021,8192.21,413.16,4053.77,26.29,13.12,1625.28,5762.25,1013.41,1382.73,887.85,1304.78,590.84,76.16,883.36,1474.33,320.76,794.73,28815.02
Blora,3316000,2025-03-10 13:55:19,2021,6025.87,6522.08,2755.11,16.61,9.84,1167.74,4165.78,569.69,926.37,340.76,816.99,325.08,82.73,770,1642.68,259.52,531.77,26928.61
Rembang,3317000,2025-03-10 13:55:19,2021,4979.5,946.78,4730.58,15.1,8.49,1603.48,2642.93,572.6,622.77,337.75,838.33,170.96,59.01,649.87,1203.21,310.95,378.78,20071.1
Pati,3318000,2025-03-10 13:55:19,2021,11177.04,979.43,12435.33,42.79,24.84,3776.69,6683.9,931.3,1682.58,1209.3,1173.81,458.35,110.6,1359.33,2182.03,514.83,823.8,45565.94
Kudus,3319000,2025-03-10 13:55:19,2021,2584.12,177.41,86697.81,50.29,23.54,3911.67,6023.62,1029.75,1332.53,951.07,2127.47,621.3,131.89,844.53,1253.23,388.66,575.63,108724.52
Jepara,3320000,2025-03-10 13:55:19,2021,4182.05,605.52,11252.61,34.31,19.74,2425.86,5314.69,874.37,1264.13,1248.79,733.12,490.07,177.53,669,1733.73,325.4,694.8,32045.7
Demak,3321000,2025-03-10 13:55:19,2021,5774.03,113.32,8571.48,24.74,18.45,2831.79,4347.02,548.21,587.24,683.95,726.36,324.05,75.03,870.72,1253.69,225.78,674.12,27649.98
Semarang,3322000,2025-03-10 13:55:19,2021,5584.42,143.39,20320.22,53.26,33.45,7201.84,5600.22,877.37,1556.24,2157.37,1844.74,1556.01,279.75,1283.15,2248.79,425.6,630.5,51796.32
Temanggung,3323000,2025-03-10 13:55:19,2021,5411.36,210.32,6134.63,17.2,17.61,1214.05,4730.06,718.5,356.76,388.56,769.23,171.05,84.89,574.17,1118.47,287.61,423.32,22627.79
Kendal,3324000,2025-03-10 13:55:19,2021,8609.87,614.91,19090.09,78.95,30.83,3100.96,5441.24,620.38,1499.15,1655.74,912.15,400.68,136.22,848.57,1208.32,369.35,547.4,45164.8
Batang,3325000,2025-03-10 13:55:19,2021,4746.33,706.21,7883.06,15.67,23.74,1668.97,2946.56,396.53,845.05,710.77,394.44,227.88,87.6,495.12,1371.48,186.52,419.81,23125.76
Pekalongan,3326000,2025-03-10 13:55:19,2021,4050.24,1021.32,7439.65,34.72,9,1716.11,3276.47,471.41,1283.04,613.98,606.04,314.18,78.98,699.04,1545.12,370.02,500.97,24030.3
Pemalang,3327000,2025-03-10 13:55:19,2021,7421.44,1091.79,6025.48,30.54,19.27,1280.47,4197.52,506.57,1409.91,700.95,851.67,456.41,95.37,766.38,1587.46,308.99,693.67,27443.89
Tegal,3328000,2025-03-10 13:55:19,2021,4854.1,1644.22,13366.27,22.81,13.22,2881.24,5571.85,775.45,1587.13,1288.17,854.67,580.78,152.61,730.14,1945.11,304.98,762.24,37334.99
Brebes,3329000,2025-03-10 13:55:19,2021,17877.53,1184.34,8588.39,28.89,28.49,2137.19,7874.44,975.19,2169.41,1919.93,888.29,527.21,142.32,903.32,2310.42,418.02,992.87,48966.24
Kota Magelang,3371000,2025-03-10 13:55:19,2021,166.28,,1523.43,28.34,11.36,1547.27,1333.4,480.55,517.7,568.68,474.15,284.95,33.69,997.53,740.87,289.93,180.63,9178.75
Kota Surakarta,3372000,2025-03-10 13:55:19,2021,253.4,0.24,4362.55,104.63,71.49,13423.88,11062.42,524.38,2379.35,7486.88,1968.24,1974.9,402.03,2574.05,2740.94,635.8,406.4,50371.56
Kota Salatiga,3373000,2025-03-10 13:55:19,2021,631.75,5.34,4589.25,25.76,9.31,1929.82,1823.95,324.56,1002.97,542.72,498.68,631.73,174.33,705.65,741.66,242.33,129.09,14008.91
Kota Semarang,3374000,2025-03-10 13:55:19,2021,1721.15,373.92,58895.09,213.14,163.72,55385.71,27650.59,4776.12,5665.45,18886.96,8718.46,5685.16,1379.62,5821.37,5659.48,1850.88,2024.17,204871
Kota Pekalongan,3375000,2025-03-10 13:55:19,2021,548.88,,2423.91,17.2,13.89,1772.05,2474.77,580.24,613.92,581.26,712.72,305.26,48.16,477.77,519.98,160.39,210.19,11460.58
Kota Tegal,3376000,2025-03-10 13:55:19,2021,836.31,,2541.88,23.48,9.26,2851.55,4257.22,542.51,893.48,1009.34,756.71,318.33,69.78,811.29,640.29,260.41,195.19,16017.04
Kulon Progo,3401000,2025-03-10 13:55:19,2021,2039.61,167.39,1367.02,10.08,15.46,2146.8,1544.66,1151.84,453,721.86,352.14,395.8,34.71,963.22,680.72,204.17,394.07,12642.56
Bantul,3402000,2025-03-10 13:55:19,2021,3821.44,118.16,4075.01,37.87,22.6,2535.88,2297.16,1249.42,3114.77,2699.07,807.75,1845.33,123.41,2078.6,2087.41,643.4,568.89,28126.17
Gunung Kidul,3403000,2025-03-10 13:55:19,2021,4837.89,214,1792.91,17.99,33.69,1942.17,1823.58,942.85,1229.93,1930.97,472.35,742,80.78,1809.44,1355.69,509.43,694.86,20430.52
Sleman,3404000,2025-03-10 13:55:19,2021,3778.59,165.25,6451,54.97,24.03,5750.04,3742.56,1906.7,4515.54,5351.85,1701.46,3952.04,771.13,3301.95,5274.72,1512.32,1149.1,49403.24
Kota Yogyakarta,3471000,2025-03-10 13:55:19,2021,57.41,1.1,4841.55,82.06,56.71,2685.93,2760.36,1431.16,4290.2,5164,2629.84,3578.34,370.61,3901.7,3835.69,1863.17,991.54,38541.36
Pacitan,3501000,2025-03-10 13:55:19,2021,4522.03,897.22,1146.48,5.15,15.24,2416.87,2901.5,423.12,358.44,1013.72,316.01,262.05,43.6,684.71,793.88,176.99,404.24,16381.24
Ponorogo,3502000,2025-03-10 13:55:19,2021,5774.07,453.31,1715.47,17.91,20.8,1963.34,3792.55,413.11,667.52,1661.31,693.24,547.86,93.79,1151.71,1813.1,194.08,376.85,21350.01
Trenggalek,3503000,2025-03-10 13:55:19,2021,5183.22,1116.8,3452.7,7.18,11.05,1321.96,2980.65,307.4,381.18,1122.7,497.7,406.13,49.44,836.77,873.03,191.02,459.31,19198.25
Tulungagung,3504000,2025-03-10 13:55:19,2021,7737.99,1373.76,9163.58,14.54,35.57,3644.03,8138.07,930.29,801.15,2424.93,902.37,865.66,145.37,1320.93,1765.05,447.29,456.09,40166.67
Blitar,3505000,2025-03-10 13:55:19,2021,12116.8,1577.79,5310.44,21.43,12.55,3294.97,6954.47,511.55,381.74,2266.6,837.72,762.71,127.62,1282.51,1563.08,323.61,474.13,37819.73
Kediri,3506000,2025-03-10 13:55:19,2021,9960.26,659.01,9163.81,30.32,24.66,3740.48,8450.19,857.06,631.04,2557.56,775.07,900.48,123.66,1593.61,2164.7,375.45,685.36,42692.71
Malang,3507000,2025-03-10 13:55:19,2021,15836.05,1806.56,35272.85,86.47,110.65,13326.32,20149.29,1195.66,3609.08,4803.65,1756.08,1620.21,396.06,1982.81,2584.05,683.7,1816.91,107036.38
Lumajang,3508000,2025-03-10 13:55:19,2021,11650.49,1372.51,7135.35,15.12,18.6,2542.52,4639.46,640.21,424.41,1203.05,579.54,605.04,108.9,1088.45,861.78,285.01,508.2,33678.62
Jember,3509000,2025-03-10 13:55:19,2021,21089.46,3296.45,17131.11,39.1,58.06,6274.82,11561.53,1440.67,1851.15,5936.45,1911.28,1144.31,292.75,2759.42,4783.75,701.76,796.78,81068.84
Banyuwangi,3510000,2025-03-10 13:55:19,2021,25028.72,6229.8,10585.83,35.8,52.66,11892.21,14287.01,2377.92,2270.05,4185.34,1517.53,1344.64,192.93,1819.14,2706.6,373.53,1018.86,85918.57
Bondowoso,3511000,2025-03-10 13:55:19,2021,6204.93,388.06,5140.41,9.01,15.68,1852.41,3136.5,158.08,132.78,1188.01,596.56,243.67,76.35,697.89,741.71,167.71,302.49,21052.23
Situbondo,3512000,2025-03-10 13:55:19,2021,6688.64,383.36,4140.96,11.66,25.8,1380.18,3347.49,534.9,378.25,1131.85,662.33,328.72,88.89,690.09,825.08,191.78,390.9,21200.85
Probolinggo,3513000,2025-03-10 13:55:20,2021,11779.67,709.26,9170.04,319.1,38.93,2460.63,4546.7,353.06,573.25,1029.92,706.44,835.6,124.49,1172.42,967.62,244.98,573.41,35605.52
Pasuruan,3514000,2025-03-10 13:55:20,2021,9798.7,799.74,94684.82,1366.25,52.8,17599.63,15066.46,1011.6,5392.08,4462.85,1261.3,1101.95,163.79,1734.6,1056.3,262.3,1335.56,157150.73
Sidoarjo,3515000,2025-03-10 13:55:20,2021,4478.98,137.42,109461.9,1784.97,139.82,16070.9,35456.16,15041.26,7469.71,7997.72,2550.76,1994.61,327.12,3881.62,2479.17,729.41,648.64,210650.18
Mojokerto,3516000,2025-03-10 13:55:20,2021,6687.59,813.57,48549.56,55.18,54.43,7270.48,8972.12,1134.75,1693.35,4989.62,1331.08,1298.16,137.4,2028.53,1098.45,372.14,658.62,87145.02
Jombang,3517000,2025-03-10 13:55:20,2021,7614.5,249.83,8684.34,29.76,37.39,4262.62,9802.67,514.8,959.37,2939.58,1082.73,876.69,112.17,1328.91,2278.23,409.26,564.39,41747.22
Nganjuk,3518000,2025-03-10 13:55:20,2021,7950.25,533.88,4188.85,13.78,32.39,2870.14,5636.35,450.61,540.96,1334.42,614.31,473.51,88.81,1374.86,1050.94,195.22,704.04,28053.33
Madiun,3519000,2025-03-10 13:55:20,2021,5614.61,175.49,2600.95,20.01,31.92,2402.94,3450.45,358.65,472.82,1420.46,543.37,362.64,67.24,1130.46,801.22,163.98,407.2,20024.41
Magetan,3520000,2025-03-10 13:55:20,2021,5820.79,289.32,2189.52,10.84,36.37,1518.07,3116.12,313.07,856.4,1433.28,505.14,278.37,65.97,1534.66,826.59,203.67,589.68,19587.87
Ngawi,3521000,2025-03-10 13:55:20,2021,7035.25,258.84,1937.59,20.2,25.51,1815.75,3501.37,303.64,548.13,1494.95,538.66,289.26,71.39,1129.7,1171.21,220.45,452.57,20814.46
Bojonegoro,3522000,2025-03-10 13:55:20,2021,9856.54,42594.56,5148.68,19.18,26.65,5720.77,6972.73,891.78,761.9,5128.77,1124.82,964.28,111.84,3141.79,838.8,344.54,553.26,84200.91
Tuban,3523000,2025-03-10 13:55:20,2021,13076.58,6039.16,18466.51,72.45,41.28,7665.21,9229.83,505,662.84,3584.84,1454.68,1024.68,141.91,1594.21,1132.2,419.97,800.38,65911.73
Lamongan,3524000,2025-03-10 13:55:20,2021,13543.06,605.42,4628.59,29,46.98,4509.95,7772.7,351.94,696.3,3085.49,853.94,984.06,114.75,1632.53,1109.83,415.73,662.62,41042.89
Gresik,3525000,2025-03-10 13:55:20,2021,10160.48,10034.94,72264.74,683.07,98.56,12903.96,18260.5,3431.93,1958.41,6470.87,1675.36,2015.92,446.03,1896.02,1305.95,646.79,402.54,144656.07
Bangkalan,3526000,2025-03-10 13:55:20,2021,5961.28,4889.83,605.7,10.44,23.95,3407.85,4156.82,352.89,325.47,1334.71,449.41,305.46,64.26,1596.09,1003.71,108.59,160.25,24756.71
Sampang,3527000,2025-03-10 13:55:20,2021,6494.69,3351.29,745.67,7.23,16.43,2144.99,3794.98,216.43,89.65,1123.95,298.51,287.89,59.35,982.91,718.93,129.08,176.86,20638.85
Pamekasan,3528000,2025-03-10 13:55:20,2021,5717.06,598.31,1237.29,8.93,13.88,1817.24,3659.68,289.1,117.67,1209.35,341.45,326.38,66.7,1183.13,764.52,144.62,163.9,17659.22
Sumenep,3529000,2025-03-10 13:55:20,2021,13677.6,6095.89,2198.07,10.52,15.28,2421.04,4389.69,389.5,245.35,2060.47,720.48,354.34,70.82,1259.35,1016.39,152.16,223.22,35300.16
Kota Kediri,3571000,2025-03-10 13:55:20,2021,339.82,0.04,115829.48,11.2,26.33,2289.28,12880.64,626.71,2100.7,2932.79,1332.02,566.21,271.25,516.59,1069.54,275.7,398.81,141467.12
Kota Blitar,3572000,2025-03-10 13:55:20,2021,201.8,0.34,712.62,4.6,10.32,494.87,1718.42,299.62,376.59,809.7,745.6,274.97,52.87,450.57,495.11,153.2,312.4,7113.6
Kota Malang,3573000,2025-03-10 13:55:20,2021,198.99,49.84,20474.31,26.31,146.1,9490.23,22289.69,1783.74,3476.16,3395.99,2200.45,1125.44,624.29,1077.98,6229.1,2213.95,1814.75,76617.34
Kota Probolinggo,3574000,2025-03-10 13:55:20,2021,669.33,,1715.86,13.4,25.18,640.48,3082.47,1648.32,444.83,648.46,769.89,370.39,73.26,583.68,556.53,120.38,337.45,11699.9
Kota Pasuruan,3575000,2025-03-10 13:55:20,2021,193.47,2.01,1670.74,5.93,19.59,504.44,2478.65,525.26,451.2,724.88,617.58,217.88,53.84,370.46,360.77,80.31,214.13,8491.13
Kota Mojokerto,3576000,2025-03-10 13:55:20,2021,41.39,,785.11,5.32,7.72,685,2040.29,185.18,483.91,909.92,573.27,194.87,51.59,335.36,319.06,92.35,225.31,6935.63
Kota Madiun,3577000,2025-03-10 13:55:20,2021,108.7,2.91,1985.25,11.72,32.65,805.73,3712.41,516.72,716.4,2296.07,1462.62,388.09,100.68,447.71,1113.54,227.26,506.98,14435.43
Kota Surabaya,3578000,2025-03-10 13:55:20,2021,917.6,32.76,113535.14,2417.17,872.32,55273.54,163509.91,30518.85,91418.08,35273.34,30560.74,15790.32,14543.16,8310.98,14692.37,5220.64,7340.2,590227.12
Kota Batu,3579000,2025-03-10 13:55:20,2021,2611.11,26.26,977.27,7.32,28.96,2012.74,3191.1,224.77,1722.52,1125.74,618.17,513.95,73.57,396.91,648.73,146.06,2515.98,16841.14
Pandeglang,3601000,2025-03-10 13:55:20,2021,10042.9,2482.6,1824.11,175.45,15.27,1729.12,3407.2,1863.09,1524.99,96.37,793.88,2273.28,66.76,1830.93,1092.62,339.23,312.14,29869.92
Lebak,3602000,2025-03-10 13:55:20,2021,8293.96,1989.82,2722.19,33.85,16.01,2828.67,3719.56,1903.16,1420.52,176.75,551.64,2080.08,90.85,1759.05,2047.76,424.82,771.53,30830.2
Tangerang,3603000,2025-03-10 13:55:20,2021,9473.1,50.93,48117.52,4630.76,100.24,23459.65,16403.33,4651.38,2123.07,5144.75,8239.97,11859.43,1454.75,2618.05,3957.24,774.48,2225,145283.68
Serang,3604000,2025-03-10 13:55:20,2021,7861.41,86.84,36713.31,262.2,25.36,9635.93,7239.65,3208.57,1808.41,684.64,2309.32,3980.02,185.69,1880.02,2970.63,512.11,867.16,80231.26
Kota Tangerang,3671000,2025-03-10 13:55:20,2021,2770.07,,51607.5,331.78,125.46,14038.09,19078.77,22232.41,2354.82,8576.37,5254.07,10857.69,1836.46,2177.79,4362.14,2009.34,2544.1,150156.86
Kota Cilegon,3672000,2025-03-10 13:55:20,2021,266.02,49.89,61218.25,6524.47,257.23,8501.62,12795.95,3246.99,2366.41,941.35,2860.46,6895.04,334.23,1031.39,916.16,1115,1174.54,110495
Kota Serang,3673000,2025-03-10 13:55:20,2021,1745.45,1.91,1483.75,54.98,8.62,6741.34,9117.72,1595.59,2007.59,1372.41,1088.17,3046.94,284.94,2051.49,1461.93,797.75,643.39,33503.98
Kota Tangerang Selatan,3674000,2025-03-10 13:55:20,2021,189.26,,6679.48,116.31,38.38,15230.47,14279.27,3001.65,2499.81,9802.01,1296.73,15953.86,3113.85,1144.27,7671.59,4385.87,2662.98,88065.8
Jembrana,5101000,2025-03-10 13:55:20,2021,3070.58,119.32,716.62,19.75,10.84,1458.17,1376.93,1832.22,1488.19,932.3,466.84,646.3,107.65,393.77,326,346.49,198.66,13510.63
